36178914.616981,23511253.437733,9.887560,13.955044,14.632732,16.870018
3468499.322636,18324539.955414,3.029026,6.805688,7.525995,8.628846
41903198.181087,20696124.293177,13.397100,16.128824,16.795940,20.946540
10863585.858725,22008411.250253,40.059486,46.104485,46.756420,52.073789
58957524.815005,13753979.332715,19.131902,21.204984,21.852977,22.564856
5284123.132550,7215184.916188,85.639696,88.644983,89.357685,91.208464
10865533.330036,21908145.581391,1.238801,3.445649,4.108197,9.161157
22799217.151992,18802297.952345,31.524455,36.313143,37.045891,39.515819
44091818.051963,3610871.647908,58.676943,59.390433,60.038196,61.071787
39246181.380374,2530558.173297,83.794598,84.755784,85.407349,89.751321
52531104.873433,13047657.546776,40.655927,44.584389,45.300911,47.215889
13462903.672296,10543608.131532,86.144990,89.779097,90.439650,94.095531
50301976.192780,15699057.372666,25.314595,29.606111,30.318874,32.645046
14455470.498532,5548691.635936,10.776867,11.912065,12.662046,15.949070
43241539.849933,8048410.133807,91.429538,95.757844,96.430145,98.532647
12218024.287543,11881037.322309,88.142564,90.599355,91.245861,96.204860
52654639.773352,14912843.854338,63.175572,69.085946,69.827748,74.845524
6286167.474987,20469791.760004,2.119150,6.606292,7.335477,8.704797
20522791.011238,15929794.379261,18.726932,22.945077,23.637807,26.504550
19007856.586534,8532842.480953,9.633966,11.748939,12.497517,16.281866
4718552.025274,26401143.919644,81.401115,86.014411,86.719789,90.654034
18181237.311987,18143691.189405,36.342487,38.699015,39.395630,43.391047
51680666.806317,11554150.587282,79.044251,83.727162,84.380892,89.286068
46406967.920959,20355662.205361,51.024117,55.507399,56.251656,56.942340
734930.516380,4412246.506375,88.435459,89.684644,90.348536,92.708589
42347008.914595,28520162.050157,41.391928,43.780921,44.527003,48.882487
17869582.541465,9539608.971958,8.388747,10.871797,11.590428,15.054438
52436598.259774,15370736.880199,69.336202,72.201549,72.853379,74.959011
13724337.168480,17797694.725067,69.067990,74.187034,74.926289,79.106447
17166577.926009,17332180.673231,75.810074,78.240156,78.887922,80.385948
9585483.248268,11692476.873181,99.421081,102.678193,103.329592,106.129187
50515024.743161,9213884.153672,5.995880,7.143771,7.847445,13.685400
37407580.570439,15983541.288581,64.762329,68.134995,68.880701,73.566080
41514138.113221,20427602.146604,78.457798,82.377892,83.089799,88.269905
43574540.182198,22190726.935841,49.693496,54.413801,55.109328,55.510780
50280582.281430,28540135.836619,82.475477,85.174735,85.839089,89.493619
54371738.995169,4443965.417611,51.237433,56.652848,57.390428,61.929796
11811414.013264,16162663.474013,46.342151,49.349456,50.096464,50.775286
24418426.356035,19975107.594123,74.325719,78.211692,78.859164,80.836140
19129786.000928,29073478.805908,35.248814,38.156772,38.880071,44.549526
40513283.638483,21097007.129492,29.281600,30.795036,31.545119,35.682764
55354810.317619,6490020.566644,11.999186,16.766325,17.464602,19.259140
13681701.890349,14412595.613605,11.532416,12.315129,13.062180,18.304665
16753823.228115,23583513.777523,97.764370,102.553478,103.207801,108.230022
37069713.330028,24955774.499529,87.757952,92.858161,93.590759,96.832853
40456382.261076,27800484.590813,65.962190,69.270708,70.006465,71.481435
55261088.735940,7582105.231605,89.158261,89.561604,90.230271,93.064897
